Year,County,Planting Date,V8_to_R1_Duration
1951,Crow_Wing,1951-04-21,39.0
1951,Crow_Wing,1951-04-22,39.0
1951,Crow_Wing,1951-04-23,39.0
1951,Crow_Wing,1951-04-24,39.0
1951,Crow_Wing,1951-04-25,38.0
1951,Crow_Wing,1951-04-26,38.0
1951,Crow_Wing,1951-04-27,39.0
1951,Crow_Wing,1951-04-28,38.0
1951,Crow_Wing,1951-04-29,39.0
1951,Crow_Wing,1951-04-30,39.0
1951,Crow_Wing,1951-05-01,40.0
1951,Crow_Wing,1951-05-02,40.0
1951,Crow_Wing,1951-05-03,40.0
1951,Crow_Wing,1951-05-04,40.0
1951,Crow_Wing,1951-05-05,41.0
1951,Crow_Wing,1951-05-06,40.0
1951,Crow_Wing,1951-05-07,40.0
1951,Crow_Wing,1951-05-08,41.0
1951,Crow_Wing,1951-05-09,40.0
1951,Crow_Wing,1951-05-10,40.0
1951,Crow_Wing,1951-05-11,40.0
1951,Crow_Wing,1951-05-12,40.0
1951,Crow_Wing,1951-05-13,41.0
1951,Crow_Wing,1951-05-14,42.0
1951,Crow_Wing,1951-05-15,43.0
1951,Crow_Wing,1951-05-16,44.0
1951,Crow_Wing,1951-05-17,44.0
1951,Crow_Wing,1951-05-18,45.0
1951,Crow_Wing,1951-05-19,46.0
1951,Crow_Wing,1951-05-20,47.0
1951,Crow_Wing,1951-05-21,47.0
1951,Crow_Wing,1951-05-22,48.0
1951,Crow_Wing,1951-05-23,47.0
1951,Crow_Wing,1951-05-24,50.0
1951,Crow_Wing,1951-05-25,51.0
1951,Crow_Wing,1951-05-26,52.0
1951,Crow_Wing,1951-05-27,52.0
1951,Crow_Wing,1951-05-28,53.0
1951,Crow_Wing,1951-05-29,62.0
1951,Crow_Wing,1951-05-30,63.0
1951,Crow_Wing,1951-05-31,63.0
1951,Crow_Wing,1951-06-01,63.0
1951,Crow_Wing,1951-06-02,63.0
1951,Crow_Wing,1951-06-03,63.0
1951,Crow_Wing,1951-06-04,63.0
1951,Crow_Wing,1951-06-05,64.0
1951,Crow_Wing,1951-06-06,69.0
1951,Crow_Wing,1951-06-07,70.0
1951,Crow_Wing,1951-06-08,70.0
1951,Crow_Wing,1951-06-09,72.0
1951,Crow_Wing,1951-06-10,72.0
1951,Crow_Wing,1951-06-11,74.0
1951,Douglas,1951-04-15,32.0
1951,Douglas,1951-04-16,32.0
1951,Douglas,1951-04-17,32.0
1951,Douglas,1951-04-18,32.0
1951,Douglas,1951-04-19,32.0
1951,Douglas,1951-04-20,32.0
1951,Douglas,1951-04-21,32.0
1951,Douglas,1951-04-22,32.0
1951,Douglas,1951-04-23,32.0
1951,Douglas,1951-04-24,32.0
1951,Douglas,1951-04-25,32.0
1951,Douglas,1951-04-26,33.0
1951,Douglas,1951-04-27,33.0
1951,Douglas,1951-04-28,33.0
1951,Douglas,1951-04-29,33.0
1951,Douglas,1951-04-30,33.0
1951,Douglas,1951-05-01,34.0
1951,Douglas,1951-05-02,34.0
1951,Douglas,1951-05-03,35.0
1951,Douglas,1951-05-04,35.0
1951,Douglas,1951-05-05,35.0
1951,Douglas,1951-05-06,35.0
1951,Douglas,1951-05-07,35.0
1951,Douglas,1951-05-08,36.0
1951,Douglas,1951-05-09,36.0
1951,Douglas,1951-05-10,37.0
1951,Douglas,1951-05-11,36.0
1951,Douglas,1951-05-12,35.0
1951,Douglas,1951-05-13,36.0
1951,Douglas,1951-05-14,36.0
1951,Douglas,1951-05-15,37.0
1951,Douglas,1951-05-16,37.0
1951,Douglas,1951-05-17,37.0
1951,Douglas,1951-05-18,37.0
1951,Douglas,1951-05-19,37.0
1951,Douglas,1951-05-20,38.0
1951,Douglas,1951-05-21,39.0
1951,Douglas,1951-05-22,40.0
1951,Douglas,1951-05-23,40.0
1951,Douglas,1951-05-24,41.0
1951,Douglas,1951-05-25,42.0
1951,Douglas,1951-05-26,43.0
1951,Douglas,1951-05-27,43.0
1951,Douglas,1951-05-28,43.0
1951,Douglas,1951-05-29,43.0
1951,Douglas,1951-05-30,44.0
1951,Douglas,1951-05-31,45.0
1951,Douglas,1951-06-01,44.0
1951,Douglas,1951-06-02,45.0
1951,Douglas,1951-06-03,45.0
1951,Douglas,1951-06-04,45.0
1951,Douglas,1951-06-05,46.0
1951,Douglas,1951-06-06,47.0
1951,Douglas,1951-06-07,47.0
1951,Douglas,1951-06-08,49.0
1951,Douglas,1951-06-09,49.0
1951,Douglas,1951-06-10,49.0
1951,Douglas,1951-06-11,49.0
1951,Douglas,1951-06-12,59.0
1951,Douglas,1951-06-13,59.0
1951,Douglas,1951-06-14,59.0
1951,Douglas,1951-06-15,64.0
1951,Hubbard,1951-04-15,42.0
1951,Hubbard,1951-04-16,42.0
1951,Hubbard,1951-04-17,42.0
1951,Hubbard,1951-04-18,42.0
1951,Hubbard,1951-04-19,42.0
1951,Hubbard,1951-04-20,42.0
1951,Hubbard,1951-04-21,42.0
1951,Hubbard,1951-04-22,42.0
1951,Hubbard,1951-04-23,42.0
1951,Hubbard,1951-04-24,42.0
1951,Hubbard,1951-04-25,42.0
1951,Hubbard,1951-04-26,41.0
1951,Hubbard,1951-04-27,42.0
1951,Hubbard,1951-04-28,41.0
1951,Hubbard,1951-04-29,42.0
1951,Hubbard,1951-04-30,42.0
1951,Hubbard,1951-05-01,43.0
1951,Hubbard,1951-05-02,42.0
1951,Hubbard,1951-05-03,44.0
1951,Hubbard,1951-05-04,44.0
1951,Hubbard,1951-05-05,45.0
1951,Hubbard,1951-05-06,44.0
1951,Hubbard,1951-05-07,44.0
1951,Hubbard,1951-05-08,45.0
1951,Hubbard,1951-05-09,45.0
1951,Hubbard,1951-05-10,45.0
1951,Hubbard,1951-05-11,46.0
1951,Hubbard,1951-05-12,47.0
1951,Hubbard,1951-05-13,47.0
1951,Hubbard,1951-05-14,47.0
1951,Hubbard,1951-05-15,48.0
1951,Hubbard,1951-05-16,48.0
1951,Hubbard,1951-05-17,51.0
1951,Hubbard,1951-05-18,52.0
1951,Hubbard,1951-05-19,53.0
1951,Hubbard,1951-05-20,53.0
1951,Hubbard,1951-05-21,54.0
1951,Hubbard,1951-05-22,63.0
1951,Hubbard,1951-05-23,64.0
1951,Hubbard,1951-05-24,64.0
1951,Hubbard,1951-05-25,65.0
1951,Hubbard,1951-05-26,71.0
1951,Hubbard,1951-05-27,72.0
1951,Hubbard,1951-05-28,72.0
1951,Hubbard,1951-05-29,73.0
1951,Hubbard,1951-05-30,74.0
1951,Hubbard,1951-05-31,75.0
1951,Kandiyohi,1951-04-15,30.0
1951,Kandiyohi,1951-04-16,30.0
1951,Kandiyohi,1951-04-17,30.0
1951,Kandiyohi,1951-04-18,30.0
1951,Kandiyohi,1951-04-19,30.0
1951,Kandiyohi,1951-04-20,30.0
1951,Kandiyohi,1951-04-21,30.0
1951,Kandiyohi,1951-04-22,30.0
1951,Kandiyohi,1951-04-23,30.0
1951,Kandiyohi,1951-04-24,30.0
1951,Kandiyohi,1951-04-25,30.0
1951,Kandiyohi,1951-04-26,30.0
1951,Kandiyohi,1951-04-27,29.0
1951,Kandiyohi,1951-04-28,30.0
1951,Kandiyohi,1951-04-29,30.0
1951,Kandiyohi,1951-04-30,30.0
1951,Kandiyohi,1951-05-01,31.0
1951,Kandiyohi,1951-05-02,30.0
1951,Kandiyohi,1951-05-03,30.0
1951,Kandiyohi,1951-05-04,30.0
1951,Kandiyohi,1951-05-05,30.0
1951,Kandiyohi,1951-05-06,30.0
1951,Kandiyohi,1951-05-07,30.0
1951,Kandiyohi,1951-05-08,30.0
1951,Kandiyohi,1951-05-09,30.0
1951,Kandiyohi,1951-05-10,31.0
1951,Kandiyohi,1951-05-11,32.0
1951,Kandiyohi,1951-05-12,31.0
1951,Kandiyohi,1951-05-13,32.0
1951,Kandiyohi,1951-05-14,32.0
1951,Kandiyohi,1951-05-15,33.0
1951,Kandiyohi,1951-05-16,33.0
1951,Kandiyohi,1951-05-17,33.0
1951,Kandiyohi,1951-05-18,33.0
1951,Kandiyohi,1951-05-19,33.0
1951,Kandiyohi,1951-05-20,35.0
1951,Kandiyohi,1951-05-21,35.0
1951,Kandiyohi,1951-05-22,34.0
1951,Kandiyohi,1951-05-23,35.0
1951,Kandiyohi,1951-05-24,35.0
1951,Kandiyohi,1951-05-25,36.0
1951,Kandiyohi,1951-05-26,35.0
1951,Kandiyohi,1951-05-27,36.0
1951,Kandiyohi,1951-05-28,35.0
1951,Kandiyohi,1951-05-29,36.0
1951,Kandiyohi,1951-05-30,36.0
1951,Kandiyohi,1951-05-31,36.0
1951,Kandiyohi,1951-06-01,37.0
1951,Kandiyohi,1951-06-02,37.0
1951,Kandiyohi,1951-06-03,37.0
1951,Kandiyohi,1951-06-04,37.0
1951,Kandiyohi,1951-06-05,38.0
1951,Kandiyohi,1951-06-06,39.0
1951,Kandiyohi,1951-06-07,39.0
1951,Kandiyohi,1951-06-08,40.0
1951,Kandiyohi,1951-06-09,40.0
1951,Kandiyohi,1951-06-10,41.0
1951,Kandiyohi,1951-06-11,41.0
1951,Kandiyohi,1951-06-12,42.0
1951,Kandiyohi,1951-06-13,42.0
1951,Kandiyohi,1951-06-14,43.0
1951,Kandiyohi,1951-06-15,45.0
1951,Morrison,1951-04-15,34.0
1951,Morrison,1951-04-16,34.0
1951,Morrison,1951-04-17,34.0
1951,Morrison,1951-04-18,34.0
1951,Morrison,1951-04-19,34.0
1951,Morrison,1951-04-20,34.0
1951,Morrison,1951-04-21,34.0
1951,Morrison,1951-04-22,34.0
1951,Morrison,1951-04-23,34.0
1951,Morrison,1951-04-24,34.0
1951,Morrison,1951-04-25,34.0
1951,Morrison,1951-04-26,34.0
1951,Morrison,1951-04-27,34.0
1951,Morrison,1951-04-28,34.0
1951,Morrison,1951-04-29,34.0
1951,Morrison,1951-04-30,34.0
1951,Morrison,1951-05-01,35.0
1951,Morrison,1951-05-02,35.0
1951,Morrison,1951-05-03,36.0
1951,Morrison,1951-05-04,36.0
1951,Morrison,1951-05-05,36.0
1951,Morrison,1951-05-06,36.0
1951,Morrison,1951-05-07,37.0
1951,Morrison,1951-05-08,37.0
1951,Morrison,1951-05-09,38.0
1951,Morrison,1951-05-10,37.0
1951,Morrison,1951-05-11,38.0
1951,Morrison,1951-05-12,37.0
1951,Morrison,1951-05-13,37.0
1951,Morrison,1951-05-14,37.0
1951,Morrison,1951-05-15,38.0
1951,Morrison,1951-05-16,38.0
1951,Morrison,1951-05-17,37.0
1951,Morrison,1951-05-18,38.0
1951,Morrison,1951-05-19,38.0
1951,Morrison,1951-05-20,38.0
1951,Morrison,1951-05-21,40.0
1951,Morrison,1951-05-22,40.0
1951,Morrison,1951-05-23,41.0
1951,Morrison,1951-05-24,41.0
1951,Morrison,1951-05-25,43.0
1951,Morrison,1951-05-26,43.0
1951,Morrison,1951-05-27,44.0
1951,Morrison,1951-05-28,44.0
1951,Morrison,1951-05-29,45.0
1951,Morrison,1951-05-30,45.0
1951,Morrison,1951-05-31,45.0
1951,Morrison,1951-06-01,46.0
1951,Morrison,1951-06-02,46.0
1951,Morrison,1951-06-03,46.0
1951,Morrison,1951-06-04,46.0
1951,Morrison,1951-06-05,46.0
1951,Morrison,1951-06-06,48.0
1951,Morrison,1951-06-07,49.0
1951,Morrison,1951-06-08,49.0
1951,Morrison,1951-06-09,50.0
1951,Morrison,1951-06-10,50.0
1951,Morrison,1951-06-11,52.0
1951,Morrison,1951-06-12,60.0
1951,Morrison,1951-06-13,60.0
1951,Morrison,1951-06-14,60.0
1951,Morrison,1951-06-15,65.0
1951,Otter_Tail,1951-04-15,32.0
1951,Otter_Tail,1951-04-16,32.0
1951,Otter_Tail,1951-04-17,32.0
1951,Otter_Tail,1951-04-18,32.0
1951,Otter_Tail,1951-04-19,32.0
1951,Otter_Tail,1951-04-20,32.0
1951,Otter_Tail,1951-04-21,32.0
1951,Otter_Tail,1951-04-22,32.0
1951,Otter_Tail,1951-04-23,32.0
1951,Otter_Tail,1951-04-24,32.0
1951,Otter_Tail,1951-04-25,32.0
1951,Otter_Tail,1951-04-26,33.0
1951,Otter_Tail,1951-04-27,32.0
1951,Otter_Tail,1951-04-28,33.0
1951,Otter_Tail,1951-04-29,33.0
1951,Otter_Tail,1951-04-30,33.0
1951,Otter_Tail,1951-05-01,33.0
1951,Otter_Tail,1951-05-02,33.0
1951,Otter_Tail,1951-05-03,34.0
1951,Otter_Tail,1951-05-04,34.0
1951,Otter_Tail,1951-05-05,35.0
1951,Otter_Tail,1951-05-06,35.0
1951,Otter_Tail,1951-05-07,34.0
1951,Otter_Tail,1951-05-08,35.0
1951,Otter_Tail,1951-05-09,35.0
1951,Otter_Tail,1951-05-10,36.0
1951,Otter_Tail,1951-05-11,35.0
1951,Otter_Tail,1951-05-12,36.0
1951,Otter_Tail,1951-05-13,35.0
1951,Otter_Tail,1951-05-14,35.0
1951,Otter_Tail,1951-05-15,36.0
1951,Otter_Tail,1951-05-16,36.0
1951,Otter_Tail,1951-05-17,36.0
1951,Otter_Tail,1951-05-18,37.0
1951,Otter_Tail,1951-05-19,37.0
1951,Otter_Tail,1951-05-20,38.0
1951,Otter_Tail,1951-05-21,38.0
1951,Otter_Tail,1951-05-22,40.0
1951,Otter_Tail,1951-05-23,41.0
1951,Otter_Tail,1951-05-24,41.0
1951,Otter_Tail,1951-05-25,41.0
1951,Otter_Tail,1951-05-26,43.0
1951,Otter_Tail,1951-05-27,43.0
1951,Otter_Tail,1951-05-28,43.0
1951,Otter_Tail,1951-05-29,44.0
1951,Otter_Tail,1951-05-30,44.0
1951,Otter_Tail,1951-05-31,45.0
1951,Otter_Tail,1951-06-01,45.0
1951,Otter_Tail,1951-06-02,44.0
1951,Otter_Tail,1951-06-03,44.0
1951,Otter_Tail,1951-06-04,45.0
1951,Otter_Tail,1951-06-05,46.0
1951,Otter_Tail,1951-06-06,47.0
1951,Otter_Tail,1951-06-07,48.0
1951,Otter_Tail,1951-06-08,49.0
1951,Otter_Tail,1951-06-09,49.0
1951,Otter_Tail,1951-06-10,49.0
1951,Otter_Tail,1951-06-11,50.0
1951,Otter_Tail,1951-06-12,59.0
1951,Otter_Tail,1951-06-13,60.0
1951,Otter_Tail,1951-06-14,60.0
1951,Otter_Tail,1951-06-15,65.0
1951,Pope,1951-04-15,32.0
1951,Pope,1951-04-16,32.0
1951,Pope,1951-04-17,32.0
1951,Pope,1951-04-18,32.0
1951,Pope,1951-04-19,32.0
1951,Pope,1951-04-20,32.0
1951,Pope,1951-04-21,32.0
1951,Pope,1951-04-22,32.0
1951,Pope,1951-04-23,32.0
1951,Pope,1951-04-24,32.0
1951,Pope,1951-04-25,32.0
1951,Pope,1951-04-26,32.0
1951,Pope,1951-04-27,32.0
1951,Pope,1951-04-28,32.0
1951,Pope,1951-04-29,33.0
1951,Pope,1951-04-30,33.0
1951,Pope,1951-05-01,32.0
1951,Pope,1951-05-02,33.0
1951,Pope,1951-05-03,34.0
1951,Pope,1951-05-04,35.0
1951,Pope,1951-05-05,34.0
1951,Pope,1951-05-06,34.0
1951,Pope,1951-05-07,34.0
1951,Pope,1951-05-08,34.0
1951,Pope,1951-05-09,35.0
1951,Pope,1951-05-10,35.0
1951,Pope,1951-05-11,35.0
1951,Pope,1951-05-12,35.0
1951,Pope,1951-05-13,36.0
1951,Pope,1951-05-14,35.0
1951,Pope,1951-05-15,35.0
1951,Pope,1951-05-16,36.0
1951,Pope,1951-05-17,36.0
1951,Pope,1951-05-18,37.0
1951,Pope,1951-05-19,37.0
1951,Pope,1951-05-20,36.0
1951,Pope,1951-05-21,37.0
1951,Pope,1951-05-22,37.0
1951,Pope,1951-05-23,37.0
1951,Pope,1951-05-24,39.0
1951,Pope,1951-05-25,40.0
1951,Pope,1951-05-26,40.0
1951,Pope,1951-05-27,41.0
1951,Pope,1951-05-28,42.0
1951,Pope,1951-05-29,42.0
1951,Pope,1951-05-30,42.0
1951,Pope,1951-05-31,43.0
1951,Pope,1951-06-01,43.0
1951,Pope,1951-06-02,43.0
1951,Pope,1951-06-03,43.0
1951,Pope,1951-06-04,44.0
1951,Pope,1951-06-05,44.0
1951,Pope,1951-06-06,44.0
1951,Pope,1951-06-07,44.0
1951,Pope,1951-06-08,45.0
1951,Pope,1951-06-09,47.0
1951,Pope,1951-06-10,47.0
1951,Pope,1951-06-11,48.0
1951,Pope,1951-06-12,48.0
1951,Pope,1951-06-13,49.0
1951,Pope,1951-06-14,58.0
1951,Pope,1951-06-15,58.0
1951,Sherburne,1951-04-15,30.0
1951,Sherburne,1951-04-16,30.0
1951,Sherburne,1951-04-17,30.0
1951,Sherburne,1951-04-18,30.0
1951,Sherburne,1951-04-19,30.0
1951,Sherburne,1951-04-20,30.0
1951,Sherburne,1951-04-21,30.0
1951,Sherburne,1951-04-22,30.0
1951,Sherburne,1951-04-23,30.0
1951,Sherburne,1951-04-24,30.0
1951,Sherburne,1951-04-25,29.0
1951,Sherburne,1951-04-26,29.0
1951,Sherburne,1951-04-27,29.0
1951,Sherburne,1951-04-28,29.0
1951,Sherburne,1951-04-29,29.0
1951,Sherburne,1951-04-30,29.0
1951,Sherburne,1951-05-01,30.0
1951,Sherburne,1951-05-02,30.0
1951,Sherburne,1951-05-03,30.0
1951,Sherburne,1951-05-04,31.0
1951,Sherburne,1951-05-05,30.0
1951,Sherburne,1951-05-06,31.0
1951,Sherburne,1951-05-07,30.0
1951,Sherburne,1951-05-08,31.0
1951,Sherburne,1951-05-09,31.0
1951,Sherburne,1951-05-10,30.0
1951,Sherburne,1951-05-11,31.0
1951,Sherburne,1951-05-12,32.0
1951,Sherburne,1951-05-13,32.0
1951,Sherburne,1951-05-14,32.0
1951,Sherburne,1951-05-15,33.0
1951,Sherburne,1951-05-16,33.0
1951,Sherburne,1951-05-17,33.0
1951,Sherburne,1951-05-18,34.0
1951,Sherburne,1951-05-19,34.0
1951,Sherburne,1951-05-20,34.0
1951,Sherburne,1951-05-21,35.0
1951,Sherburne,1951-05-22,34.0
1951,Sherburne,1951-05-23,35.0
1951,Sherburne,1951-05-24,35.0
1951,Sherburne,1951-05-25,36.0
1951,Sherburne,1951-05-26,35.0
1951,Sherburne,1951-05-27,36.0
1951,Sherburne,1951-05-28,35.0
1951,Sherburne,1951-05-29,36.0
1951,Sherburne,1951-05-30,35.0
1951,Sherburne,1951-05-31,36.0
1951,Sherburne,1951-06-01,35.0
1951,Sherburne,1951-06-02,35.0
1951,Sherburne,1951-06-03,35.0
1951,Sherburne,1951-06-04,36.0
1951,Sherburne,1951-06-05,36.0
1951,Sherburne,1951-06-06,38.0
1951,Sherburne,1951-06-07,38.0
1951,Sherburne,1951-06-08,39.0
1951,Sherburne,1951-06-09,39.0
1951,Sherburne,1951-06-10,39.0
1951,Sherburne,1951-06-11,40.0
1951,Sherburne,1951-06-12,41.0
1951,Sherburne,1951-06-13,42.0
1951,Sherburne,1951-06-14,42.0
1951,Sherburne,1951-06-15,42.0
1951,Stearns,1951-04-15,30.0
1951,Stearns,1951-04-16,30.0
1951,Stearns,1951-04-17,30.0
1951,Stearns,1951-04-18,30.0
1951,Stearns,1951-04-19,30.0
1951,Stearns,1951-04-20,30.0
1951,Stearns,1951-04-21,30.0
1951,Stearns,1951-04-22,30.0
1951,Stearns,1951-04-23,30.0
1951,Stearns,1951-04-24,30.0
1951,Stearns,1951-04-25,30.0
1951,Stearns,1951-04-26,30.0
1951,Stearns,1951-04-27,31.0
1951,Stearns,1951-04-28,30.0
1951,Stearns,1951-04-29,31.0
1951,Stearns,1951-04-30,31.0
1951,Stearns,1951-05-01,32.0
1951,Stearns,1951-05-02,31.0
1951,Stearns,1951-05-03,31.0
1951,Stearns,1951-05-04,32.0
1951,Stearns,1951-05-05,32.0
1951,Stearns,1951-05-06,33.0
1951,Stearns,1951-05-07,32.0
1951,Stearns,1951-05-08,33.0
1951,Stearns,1951-05-09,32.0
1951,Stearns,1951-05-10,33.0
1951,Stearns,1951-05-11,34.0
1951,Stearns,1951-05-12,34.0
1951,Stearns,1951-05-13,34.0
1951,Stearns,1951-05-14,34.0
1951,Stearns,1951-05-15,34.0
1951,Stearns,1951-05-16,35.0
1951,Stearns,1951-05-17,36.0
1951,Stearns,1951-05-18,35.0
1951,Stearns,1951-05-19,35.0
1951,Stearns,1951-05-20,35.0
1951,Stearns,1951-05-21,36.0
1951,Stearns,1951-05-22,36.0
1951,Stearns,1951-05-23,36.0
1951,Stearns,1951-05-24,36.0
1951,Stearns,1951-05-25,37.0
1951,Stearns,1951-05-26,36.0
1951,Stearns,1951-05-27,37.0
1951,Stearns,1951-05-28,37.0
1951,Stearns,1951-05-29,39.0
1951,Stearns,1951-05-30,39.0
1951,Stearns,1951-05-31,40.0
1951,Stearns,1951-06-01,40.0
1951,Stearns,1951-06-02,40.0
1951,Stearns,1951-06-03,41.0
1951,Stearns,1951-06-04,41.0
1951,Stearns,1951-06-05,40.0
1951,Stearns,1951-06-06,41.0
1951,Stearns,1951-06-07,41.0
1951,Stearns,1951-06-08,42.0
1951,Stearns,1951-06-09,42.0
1951,Stearns,1951-06-10,43.0
1951,Stearns,1951-06-11,44.0
1951,Stearns,1951-06-12,45.0
1951,Stearns,1951-06-13,46.0
1951,Stearns,1951-06-14,48.0
1951,Stearns,1951-06-15,48.0
1951,Todd,1951-04-15,33.0
1951,Todd,1951-04-16,33.0
1951,Todd,1951-04-17,33.0
1951,Todd,1951-04-18,33.0
1951,Todd,1951-04-19,33.0
1951,Todd,1951-04-20,33.0
1951,Todd,1951-04-21,33.0
1951,Todd,1951-04-22,33.0
1951,Todd,1951-04-23,33.0
1951,Todd,1951-04-24,33.0
1951,Todd,1951-04-25,34.0
1951,Todd,1951-04-26,33.0
1951,Todd,1951-04-27,33.0
1951,Todd,1951-04-28,33.0
1951,Todd,1951-04-29,34.0
1951,Todd,1951-04-30,33.0
1951,Todd,1951-05-01,34.0
1951,Todd,1951-05-02,34.0
1951,Todd,1951-05-03,35.0
1951,Todd,1951-05-04,35.0
1951,Todd,1951-05-05,35.0
1951,Todd,1951-05-06,35.0
1951,Todd,1951-05-07,35.0
1951,Todd,1951-05-08,36.0
1951,Todd,1951-05-09,36.0
1951,Todd,1951-05-10,36.0
1951,Todd,1951-05-11,37.0
1951,Todd,1951-05-12,37.0
1951,Todd,1951-05-13,37.0
1951,Todd,1951-05-14,37.0
1951,Todd,1951-05-15,36.0
1951,Todd,1951-05-16,37.0
1951,Todd,1951-05-17,37.0
1951,Todd,1951-05-18,37.0
1951,Todd,1951-05-19,38.0
1951,Todd,1951-05-20,38.0
1951,Todd,1951-05-21,40.0
1951,Todd,1951-05-22,40.0
1951,Todd,1951-05-23,41.0
1951,Todd,1951-05-24,41.0
1951,Todd,1951-05-25,42.0
1951,Todd,1951-05-26,43.0
1951,Todd,1951-05-27,44.0
1951,Todd,1951-05-28,43.0
1951,Todd,1951-05-29,44.0
1951,Todd,1951-05-30,44.0
1951,Todd,1951-05-31,45.0
1951,Todd,1951-06-01,45.0
1951,Todd,1951-06-02,46.0
1951,Todd,1951-06-03,46.0
1951,Todd,1951-06-04,46.0
1951,Todd,1951-06-05,46.0
1951,Todd,1951-06-06,48.0
1951,Todd,1951-06-07,49.0
1951,Todd,1951-06-08,49.0
1951,Todd,1951-06-09,50.0
1951,Todd,1951-06-10,49.0
1951,Todd,1951-06-11,51.0
